,Dimensiones_minimas,Dimensiones_rectas,Tasa,Cantidad_Aristas,Etiqueta
0,"(42.685707092285156, 16.396902084350586)","(29, 37)",2.603278770141888,10,Emisor
0,"(48.35006332397461, 19.205890655517578)","(33, 43)",2.5174600955089956,8,No-Emisor
0,"(48.959774017333984, 20.05948257446289)","(33, 43)",2.440729656689309,10,Emisor
0,"(33.22737503051758, 2.1828205585479736)","(33, 10)",15.222220122674969,10,Emisor
0,"(14.0, 10.0)","(11, 15)",1.4,13,Emisor
0,"(6.640782833099365, 43.639427185058594)","(43, 17)",6.571428140602414,7,No-Emisor
0,"(9.899494171142578, 5.656853675842285)","(11, 9)",1.7500000421468527,9,Emisor
0,"(6.640782833099365, 43.955657958984375)","(43, 17)",6.619047642982405,7,No-Emisor
0,"(11.180339813232422, 6.708203315734863)","(11, 9)",1.666666808832053,15,Emisor
0,"(42.80000305175781, 15.800002098083496)","(29, 37)",2.708860592933045,8,No-Emisor
0,"(43.12787628173828, 16.623411178588867)","(29, 37)",2.594405914550646,12,Emisor
0,"(48.08325958251953, 17.677669525146484)","(32, 42)",2.7199999136832544,9,Emisor
0,"(48.23818588256836, 19.032155990600586)","(32, 42)",2.534562343141353,9,Emisor
0,"(31.044557571411133, 1.6977492570877075)","(31, 9)",18.285714125220398,9,Emisor
0,"(14.0, 12.0)","(13, 15)",1.1666666666666667,16,Emisor
0,"(1.4142134189605713, 1.4142134189605713)","(3, 3)",1.1666666666666667,4,No-Emisor
0,"(2.0, 2.0)","(3, 3)",1.1666666666666667,4,No-Emisor
0,"(1.4142134189605713, 1.4142134189605713)","(3, 3)",1.1666666666666667,4,No-Emisor
0,"(2.0, 2.0)","(3, 3)",1.1666666666666667,4,No-Emisor
0,"(6.324554920196533, 43.95565414428711)","(43, 17)",6.9499995966390005,6,No-Emisor
0,"(9.899494171142578, 6.363961219787598)","(11, 9)",1.5555553890494924,11,Emisor
0,"(6.324554920196533, 43.95565414428711)","(43, 17)",6.9499995966390005,7,No-Emisor
0,"(11.180339813232422, 6.7082037925720215)","(11, 9)",1.666666690360896,16,Emisor
0,"(43.06202697753906, 16.988265991210938)","(29, 38)",2.534810027098567,9,Emisor
0,"(48.639404296875, 19.04013442993164)","(33, 43)",2.554572525518121,9,Emisor
0,"(49.706546783447266, 19.938785552978516)","(33, 43)",2.4929575901889347,11,Emisor
0,"(31.28709602355957, 2.1828205585479736)","(31, 10)",14.333333952275009,8,No-Emisor
0,"(14.0, 10.0)","(11, 15)",1.4,13,Emisor
0,"(1.4142134189605713, 1.4142134189605713)","(3, 3)",1.4,4,No-Emisor
0,"(2.0, 2.0)","(3, 3)",1.4,4,No-Emisor
0,"(2.0, 2.0)","(3, 3)",1.4,8,No-Emisor
0,"(6.32455587387085, 43.63942337036133)","(43, 17)",6.899998077438514,7,No-Emisor
0,"(9.899494171142578, 6.363960266113281)","(10, 9)",1.555555622157991,12,Emisor
0,"(6.32455587387085, 43.95565414428711)","(43, 17)",6.949998548654565,7,No-Emisor
0,"(10.733125686645508, 6.7082037925720215)","(10, 9)",1.5999999431338494,12,Emisor
0,"(42.600006103515625, 16.000001907348633)","(29, 38)",2.6625000640749854,10,Emisor
0,"(48.08325958251953, 18.384777069091797)","(32, 42)",2.6153844238533828,10,Emisor
0,"(48.23818588256836, 19.646099090576172)","(32, 42)",2.4553569469527528,11,Emisor
0,"(29.118322372436523, 1.9295275211334229)","(29, 9)",15.090908035005452,13,Emisor
0,"(15.0, 11.0)","(12, 16)",1.3636363636363635,13,Emisor
0,"(2.0, 2.0)","(3, 3)",1.3636363636363635,8,No-Emisor
0,"(6.957010269165039, 43.639427185058594)","(43, 17)",6.272727148108131,8,No-Emisor
0,"(10.60660171508789, 6.363961219787598)","(11, 9)",1.6666666167148476,11,Emisor
0,"(6.957010269165039, 43.955657958984375)","(43, 17)",6.318182129729673,8,No-Emisor
0,"(8.0, 10.0)","(11, 9)",1.25,14,Emisor
0,"(44.547725677490234, 15.55634880065918)","(30, 38)",2.863636335770678,13,Emisor
0,"(43.94160842895508, 17.204648971557617)","(30, 38)",2.5540543431951717,9,Emisor
0,"(47.740352630615234, 18.779090881347656)","(32, 42)",2.542207870032376,9,Emisor
0,"(48.35006332397461, 19.632686614990234)","(32, 42)",2.4627329041689925,9,Emisor
0,"(31.044557571411133, 1.9402848482131958)","(31, 9)",16.0,11,Emisor
0,"(14.0, 10.0)","(11, 15)",1.4,14,Emisor
0,"(1.4142134189605713, 1.4142134189605713)","(3, 3)",1.4,4,No-Emisor
0,"(2.0, 2.0)","(3, 3)",1.4,4,No-Emisor
0,"(6.324555397033691, 43.639427185058594)","(43, 16)",6.899999200817518,6,No-Emisor
0,"(9.899494171142578, 6.363960266113281)","(10, 9)",1.555555622157991,14,Emisor
0,"(6.324555397033691, 43.955657958984375)","(43, 16)",6.949999675803333,8,No-Emisor
0,"(10.733125686645508, 6.260990142822266)","(10, 9)",1.7142856707657006,13,Emisor
0,"(43.84061813354492, 14.849242210388184)","(29, 37)",2.9523808361665114,11,Emisor
0,"(43.277069091796875, 16.396902084350586)","(29, 37)",2.6393442413186734,11,Emisor
0,"(48.02157974243164, 18.590810775756836)","(33, 43)",2.5830815192338847,8,No-Emisor
0,"(49.08872604370117, 19.489458084106445)","(32, 43)",2.5187322208683054,11,Emisor
0,"(28.15999984741211, 1.6000001430511475)","(28, 9)",17.599998331070097,10,Emisor
0,"(14.0, 10.0)","(11, 15)",1.4,13,Emisor
0,"(2.0, 2.0)","(3, 3)",1.4,8,No-Emisor
0,"(6.32455587387085, 43.63942337036133)","(43, 16)",6.899998077438514,7,No-Emisor
0,"(9.899494171142578, 6.363960266113281)","(10, 9)",1.555555622157991,12,Emisor
0,"(6.32455587387085, 43.95565414428711)","(43, 16)",6.949998548654565,7,No-Emisor
0,"(10.733125686645508, 6.7082037925720215)","(10, 9)",1.5999999431338494,14,Emisor
0,"(43.84061813354492, 14.849242210388184)","(29, 37)",2.9523808361665114,11,Emisor
0,"(43.400001525878906, 16.200000762939453)","(29, 37)",2.6790123137009085,8,No-Emisor
0,"(47.13064193725586, 18.59617805480957)","(32, 42)",2.534426256747222,9,Emisor
0,"(48.167152404785156, 19.449771881103516)","(32, 41)",2.476489323331452,10,Emisor
0,"(28.145044326782227, 1.8510942459106445)","(28, 9)",15.204544225103078,13,Emisor
0,"(12.0, 15.0)","(13, 16)",1.25,14,Emisor
0,"(15.0, 12.0)","(13, 16)",1.25,16,Emisor
0,"(2.1213202476501465, 2.1213202476501465)","(4, 3)",1.25,6,No-Emisor
0,"(2.0, 3.0)","(4, 3)",1.25,5,No-Emisor
0,"(6.640782833099365, 44.588111877441406)","(44, 16)",6.714285498872636,7,No-Emisor
0,"(6.640782833099365, 44.90434265136719)","(44, 16)",6.761905001252627,7,No-Emisor
0,"(11.31370735168457, 7.071067810058594)","(11, 10)",1.5999998381561016,11,Emisor
0,"(11.627553939819336, 7.155416965484619)","(11, 10)",1.625000191590069,14,Emisor
0,"(45.25482940673828, 15.55634880065918)","(30, 38)",2.909090686165424,10,Emisor
0,"(44.62752914428711, 16.61585235595703)","(30, 38)",2.6858404966680793,9,Emisor
0,"(47.94534683227539, 18.584678649902344)","(32, 42)",2.5798319000004515,11,Emisor
0,"(48.57004165649414, 19.52172088623047)","(32, 42)",2.488000004689788,11,Emisor
0,"(27.18879508972168, 1.49099862575531)","(27, 9)",18.235291850754308,14,Emisor
0,"(11.0, 15.0)","(12, 16)",1.3636363636363635,12,Emisor
0,"(15.0, 11.0)","(12, 16)",1.3636363636363635,9,Emisor
0,"(1.4142134189605713, 1.4142134189605713)","(3, 3)",1.3636363636363635,4,No-Emisor
0,"(2.0, 2.0)","(3, 3)",1.3636363636363635,4,No-Emisor
0,"(1.4142134189605713, 1.4142134189605713)","(3, 3)",1.3636363636363635,4,No-Emisor
0,"(2.0, 2.0)","(3, 3)",1.3636363636363635,4,No-Emisor
0,"(6.640783309936523, 44.588111877441406)","(44, 17)",6.7142850167577,7,No-Emisor
0,"(9.899494171142578, 6.363960266113281)","(11, 9)",1.555555622157991,12,Emisor
0,"(6.640783309936523, 44.90434265136719)","(44, 16)",6.761904515718404,7,No-Emisor
0,"(11.180339813232422, 6.7082037925720215)","(11, 9)",1.666666690360896,15,Emisor
0,"(42.600006103515625, 16.200002670288086)","(29, 37)",2.6296295729411794,9,Emisor
0,"(49.497474670410156, 18.384775161743164)","(33, 42)",2.692307859897538,9,Emisor
0,"(49.56948471069336, 19.998512268066406)","(34, 42)",2.4786586145133325,9,Emisor
0,"(14.866067886352539, 1.2108107805252075)","(15, 6)",12.277779588239342,18,Emisor
0,"(15.0, 11.0)","(12, 16)",1.3636363636363635,13,Emisor
0,"(5.0, 2.0)","(6, 3)",2.5,6,No-Emisor
0,"(2.0, 5.0)","(6, 3)",2.5,5,No-Emisor
0,"(6.957010269165039, 44.588111877441406)","(44, 17)",6.409090996324308,8,No-Emisor
0,"(6.957010269165039, 44.90434265136719)","(44, 16)",6.454545977945851,7,No-Emisor
0,"(11.180339813232422, 7.155416965484619)","(12, 9)",1.5625001124550404,15,Emisor
0,"(11.627553939819336, 7.155416965484619)","(12, 9)",1.625000191590069,14,Emisor
0,"(43.133514404296875, 14.849242210388184)","(29, 37)",2.904761993451873,9,Emisor
0,"(42.64244842529297, 16.174720764160156)","(29, 37)",2.636363807885935,9,Emisor
0,"(47.80000305175781, 19.399999618530273)","(33, 42)",2.46391773152927,9,Emisor
0,"(48.80000686645508, 20.200000762939453)","(33, 41)",2.4158418328373283,9,Emisor
0,"(3.1622774600982666, 0.9486832022666931)","(4, 2)",2.4158418328373283,4,No-Emisor
0,"(15.0, 12.0)","(13, 16)",1.25,16,Emisor
0,"(7.273237705230713, 45.53679656982422)","(45, 17)",6.26087011250511,8,No-Emisor
0,"(7.273237705230713, 45.85302734375)","(45, 17)",6.304348792391834,7,No-Emisor
0,"(10.60660171508789, 7.77817440032959)","(13, 9)",1.3636363970751864,13,Emisor
0,"(12.332881927490234, 6.957010269165039)","(13, 9)",1.7727272851891869,17,Emisor
0,"(42.42640686035156, 15.55634880065918)","(29, 36)",2.7272727941503727,8,No-Emisor
0,"(41.965396881103516, 16.73965835571289)","(29, 36)",2.506944645425312,6,No-Emisor
0,"(47.92326354980469, 19.632686614990234)","(33, 42)",2.440993659686577,8,No-Emisor
0,"(48.959774017333984, 20.24239730834961)","(33, 42)",2.4186746891455884,9,Emisor
0,"(11.0, 15.0)","(12, 16)",1.3636363636363635,14,Emisor
0,"(15.0, 11.0)","(12, 16)",1.3636363636363635,14,Emisor
0,"(1.4142134189605713, 1.4142134189605713)","(3, 3)",1.3636363636363635,4,No-Emisor
0,"(2.0, 2.0)","(3, 3)",1.3636363636363635,4,No-Emisor
0,"(1.0, 0.0)","(2, 1)",1.3636363636363635,2,No-Emisor
0,"(1.0, 0.0)","(2, 1)",1.3636363636363635,2,No-Emisor
0,"(1.0, 0.0)","(2, 1)",1.3636363636363635,2,No-Emisor
0,"(1.0, 0.0)","(2, 1)",1.3636363636363635,2,No-Emisor
0,"(1.0, 0.0)","(2, 1)",1.3636363636363635,2,No-Emisor
0,"(1.0, 0.0)","(2, 1)",1.3636363636363635,2,No-Emisor
0,"(3.2461376190185547, 32.98075866699219)","(33, 10)",10.16000014101795,11,Emisor
0,"(2.8284268379211426, 2.8284268379211426)","(5, 3)",10.16000014101795,6,No-Emisor
0,"(2.0, 4.0)","(5, 3)",10.16000014101795,5,No-Emisor
0,"(7.987682342529297, 46.095584869384766)","(46, 17)",5.770833502473587,8,No-Emisor
0,"(7.987682342529297, 46.7612190246582)","(46, 17)",5.8541660796504935,7,No-Emisor
0,"(12.016654968261719, 6.324554920196533)","(13, 8)",1.9000000980129532,13,Emisor
0,"(12.332881927490234, 6.324555397033691)","(13, 8)",1.9499998265924805,15,Emisor
0,"(42.09434127807617, 15.2141752243042)","(29, 36)",2.766784308546131,9,Emisor
0,"(43.277069091796875, 15.966819763183594)","(29, 36)",2.710437628386427,9,Emisor
0,"(49.325599670410156, 20.425312042236328)","(34, 43)",2.4149251462309405,9,Emisor
0,"(49.93531036376953, 21.278902053833008)","(34, 43)",2.3467052123948564,11,Emisor
0,"(10.0, 15.0)","(11, 16)",1.5,15,Emisor
0,"(15.0, 10.0)","(11, 16)",1.5,13,Emisor
0,"(1.0, 0.0)","(2, 1)",1.5,2,No-Emisor
0,"(2.1213202476501465, 2.1213202476501465)","(4, 3)",1.5,6,No-Emisor
0,"(1.0, 0.0)","(2, 1)",1.5,2,No-Emisor
0,"(2.0, 3.0)","(4, 3)",1.5,5,No-Emisor
0,"(2.0, 0.0)","(3, 1)",1.5,2,No-Emisor
0,"(1.0, 0.0)","(2, 1)",1.5,2,No-Emisor
0,"(2.0, 0.0)","(3, 1)",1.5,2,No-Emisor
0,"(1.0, 0.0)","(2, 1)",1.5,2,No-Emisor
0,"(2.0, 10.0)","(11, 3)",5.0,15,Emisor
0,"(2.0, 2.0)","(3, 3)",5.0,7,No-Emisor
0,"(1.0, 0.0)","(2, 1)",5.0,2,No-Emisor
0,"(1.0, 0.0)","(2, 1)",5.0,2,No-Emisor
0,"(0.0, 0.0)","(1, 1)",5.0,1,No-Emisor
0,"(7.937538146972656, 45.472679138183594)","(45, 17)",5.72881393401891,7,No-Emisor
0,"(7.937538146972656, 46.145347595214844)","(45, 17)",5.813559159122213,7,No-Emisor
0,"(12.332881927490234, 6.640782833099365)","(13, 8)",1.8571427853384976,14,Emisor
0,"(7.0, 12.0)","(13, 8)",1.7142857142857142,13,Emisor
0,"(43.133514404296875, 14.849241256713867)","(30, 36)",2.904762180006651,11,Emisor
0,"(43.00000762939453, 16.200002670288086)","(30, 36)",2.654321021085971,6,No-Emisor
0,"(47.80000686645508, 20.200002670288086)","(34, 41)",2.3663366607749747,8,No-Emisor
0,"(48.40000534057617, 20.800003051757812)","(34, 41)",2.32692299227744,7,No-Emisor
0,"(11.0, 15.0)","(12, 16)",1.3636363636363635,16,Emisor
0,"(15.0, 11.0)","(12, 16)",1.3636363636363635,15,Emisor
0,"(5.0, 2.0)","(6, 3)",2.5,6,No-Emisor
0,"(2.0, 5.0)","(6, 3)",2.5,5,No-Emisor
0,"(6.667174339294434, 44.84292221069336)","(44, 17)",6.725926146313874,6,No-Emisor
0,"(6.667174339294434, 45.53433609008789)","(44, 16)",6.829630331056657,7,No-Emisor
0,"(12.126781463623047, 6.5484619140625)","(13, 8)",1.85185187342716,14,Emisor
0,"(12.369317054748535, 6.5484619140625)","(13, 8)",1.88888890507037,14,Emisor
0,"(42.863014221191406, 16.174720764160156)","(30, 36)",2.6500002594274767,11,Emisor
0,"(43.45118713378906, 16.909934997558594)","(30, 36)",2.5695655920653993,12,Emisor
0,"(47.64190673828125, 20.80657386779785)","(34, 42)",2.28975260612302,8,No-Emisor
0,"(48.230079650878906, 21.394744873046875)","(34, 42)",2.2542956196518715,9,Emisor
0,"(11.0, 15.0)","(12, 16)",1.3636363636363635,13,Emisor
0,"(15.0, 11.0)","(12, 16)",1.3636363636363635,13,Emisor
0,"(6.0, 3.0)","(7, 4)",2.0,9,Emisor
0,"(3.0, 6.0)","(7, 4)",2.0,8,No-Emisor
0,"(6.31364107131958, 45.495361328125)","(44, 18)",7.205883390297995,8,No-Emisor
0,"(12.0, 6.0)","(13, 7)",2.0,9,Emisor
0,"(6.0, 12.0)","(13, 7)",2.0,13,Emisor
0,"(40.87793731689453, 15.954157829284668)","(29, 35)",2.5622121677811784,9,Emisor
0,"(41.833717346191406, 16.542329788208008)","(29, 35)",2.5288890913063558,10,Emisor
0,"(47.70421600341797, 22.188007354736328)","(34, 42)",2.1500000085963045,10,Emisor
0,"(48.2589225769043, 22.74271011352539)","(34, 42)",2.1219512686047066,6,No-Emisor
0,"(15.0, 11.0)","(12, 16)",1.3636363636363635,17,Emisor
0,"(1.0, 0.0)","(2, 1)",1.3636363636363635,2,No-Emisor
0,"(0.9701424241065979, 4.123105525970459)","(5, 2)",1.3636363636363635,4,No-Emisor
0,"(6.496915340423584, 46.457393646240234)","(45, 18)",7.150684780696452,8,No-Emisor
0,"(12.0, 6.0)","(13, 7)",2.0,9,Emisor
0,"(6.0, 12.0)","(13, 7)",2.0,13,Emisor
0,"(42.40000534057617, 15.800003051757812)","(30, 36)",2.683544123484141,9,Emisor
0,"(43.00000762939453, 16.60000228881836)","(30, 36)",2.590361548224546,9,Emisor
0,"(47.4268684387207, 21.355958938598633)","(34, 41)",2.2207791546649616,9,Emisor
0,"(48.2589225769043, 21.91065788269043)","(34, 41)",2.2025318835829744,8,No-Emisor
0,"(15.0, 11.0)","(12, 16)",1.3636363636363635,16,Emisor
0,"(1.0, 0.0)","(2, 1)",1.3636363636363635,2,No-Emisor
0,"(2.1213202476501465, 2.1213202476501465)","(4, 3)",1.3636363636363635,6,No-Emisor
0,"(2.0, 3.0)","(4, 3)",1.3636363636363635,5,No-Emisor
0,"(1.0, 0.0)","(2, 1)",1.3636363636363635,2,No-Emisor
0,"(1.0, 0.0)","(2, 1)",1.3636363636363635,2,No-Emisor
0,"(2.0, 2.0)","(3, 3)",1.3636363636363635,7,No-Emisor
0,"(2.0, 2.0)","(3, 3)",1.3636363636363635,7,No-Emisor
0,"(1.0, 0.0)","(2, 1)",1.3636363636363635,2,No-Emisor
0,"(2.1213202476501465, 2.1213202476501465)","(4, 3)",1.3636363636363635,6,No-Emisor
0,"(2.0, 3.0)","(4, 3)",1.3636363636363635,5,No-Emisor
0,"(6.870728015899658, 44.195491790771484)","(43, 18)",6.432432151075987,7,No-Emisor
0,"(6.870728015899658, 44.195491790771484)","(43, 18)",6.432432151075987,7,No-Emisor
0,"(12.0, 6.0)","(13, 7)",2.0,11,Emisor
0,"(6.0, 12.0)","(13, 7)",2.0,14,Emisor
0,"(43.00000762939453, 15.600001335144043)","(30, 36)",2.756410509563427,9,Emisor
0,"(44.200008392333984, 16.40000343322754)","(30, 36)",2.695121898741906,10,Emisor
0,"(49.07199478149414, 21.05426025390625)","(35, 42)",2.3307394413151936,9,Emisor
0,"(49.973148345947266, 21.709646224975586)","(35, 42)",2.3018868123450256,9,Emisor
0,"(16.0, 11.0)","(12, 17)",1.4545454545454546,17,Emisor
0,"(1.0, 0.0)","(2, 1)",1.4545454545454546,2,No-Emisor
0,"(2.0, 0.0)","(3, 1)",1.4545454545454546,2,No-Emisor
0,"(2.0, 3.0)","(4, 3)",1.4545454545454546,8,No-Emisor
0,"(2.0, 0.0)","(3, 1)",1.4545454545454546,2,No-Emisor
0,"(2.0, 0.0)","(3, 1)",1.4545454545454546,2,No-Emisor
0,"(2.850324869155884, 25.703821182250977)","(26, 7)",9.017856687284596,14,Emisor
0,"(2.8284268379211426, 2.8284268379211426)","(5, 3)",9.017856687284596,6,No-Emisor
0,"(2.0, 4.0)","(5, 3)",9.017856687284596,5,No-Emisor
0,"(7.035989284515381, 44.80058670043945)","(44, 19)",6.367347204327812,8,No-Emisor
0,"(7.035989284515381, 45.5185432434082)","(44, 18)",6.469387800743843,7,No-Emisor
0,"(12.126781463623047, 6.5484619140625)","(13, 8)",1.85185187342716,13,Emisor
0,"(12.369317054748535, 6.5484619140625)","(13, 8)",1.88888890507037,17,Emisor
0,"(43.00000762939453, 15.000000953674316)","(30, 36)",2.8666669930351896,12,Emisor
0,"(43.60000991821289, 15.800003051757812)","(30, 36)",2.759493765626977,11,Emisor
0,"(49.92301940917969, 21.63330841064453)","(35, 44)",2.3076923076923075,8,No-Emisor
0,"(50.20036697387695, 22.188007354736328)","(35, 44)",2.2625000150435324,10,Emisor
0,"(16.0, 11.0)","(12, 17)",1.4545454545454546,18,Emisor
0,"(2.8284268379211426, 2.8284268379211426)","(5, 3)",1.4545454545454546,6,No-Emisor
0,"(2.0, 4.0)","(5, 3)",1.4545454545454546,5,No-Emisor
0,"(6.499336242675781, 44.195491790771484)","(43, 18)",6.800000821711014,7,No-Emisor
0,"(6.499336242675781, 44.938270568847656)","(43, 18)",6.91428615029564,6,No-Emisor
0,"(13.096923828125, 6.790997505187988)","(14, 8)",1.9285714386022959,11,Emisor
0,"(13.096923828125, 6.790997505187988)","(14, 8)",1.9285714386022959,19,Emisor
0,"(44.29851531982422, 15.590496063232422)","(31, 37)",2.841379462215757,9,Emisor
0,"(45.48124313354492, 16.3431396484375)","(31, 37)",2.78289509310368,8,No-Emisor
0,"(48.53627395629883, 21.0786075592041)","(34, 42)",2.302631889700189,10,Emisor
0,"(49.368316650390625, 21.63330841064453)","(34, 42)",2.2820511644949906,9,Emisor
0,"(15.662683486938477, 10.140003204345703)","(12, 16)",1.5446428537839039,20,Emisor
0,"(15.753219604492188, 10.140003204345703)","(12, 16)",1.5535714621609613,17,Emisor
0,"(2.1213202476501465, 2.1213202476501465)","(4, 3)",1.5535714621609613,6,No-Emisor
0,"(2.0, 3.0)","(4, 3)",1.5535714621609613,5,No-Emisor
0,"(6.31364107131958, 44.938270568847656)","(43, 17)",7.1176473387099515,9,Emisor
0,"(12.0, 6.0)","(13, 7)",2.0,9,Emisor
0,"(6.0, 12.0)","(13, 7)",2.0,16,Emisor
0,"(44.174102783203125, 15.80967903137207)","(31, 38)",2.7941176222202784,8,No-Emisor
0,"(44.755340576171875, 16.507164001464844)","(31, 38)",2.71126770002408,10,Emisor
0,"(49.36831283569336, 21.910654067993164)","(35, 43)",2.253164724452933,9,Emisor
0,"(50.20037078857422, 22.46535873413086)","(35, 43)",2.234567957835745,9,Emisor
0,"(15.662683486938477, 10.140003204345703)","(12, 16)",1.5446428537839039,15,Emisor
0,"(15.753219604492188, 10.230539321899414)","(12, 16)",1.5398229857511976,14,Emisor
0,"(1.5811387300491333, 3.1622774600982666)","(4, 3)",1.5398229857511976,8,No-Emisor
0,"(6.313640594482422, 44.938270568847656)","(43, 17)",7.11764787626965,9,Emisor
0,"(9.899494171142578, 8.485280990600586)","(13, 8)",1.1666666292027996,11,Emisor
0,"(7.0, 12.0)","(13, 8)",1.7142857142857142,17,Emisor
0,"(43.49211120605469, 15.590496063232422)","(30, 37)",2.789655379127003,9,Emisor
0,"(44.67483901977539, 15.966819763183594)","(30, 37)",2.797979790739979,10,Emisor
0,"(49.92301940917969, 21.91065788269043)","(35, 43)",2.2784810787730483,12,Emisor
0,"(50.75507354736328, 22.46535873413086)","(35, 43)",2.2592594290627916,9,Emisor
0,"(16.055553436279297, 8.607101440429688)","(11, 16)",1.8653844790143155,22,Emisor
0,"(15.446460723876953, 9.135003089904785)","(11, 16)",1.6909091953069009,17,Emisor
0,"(2.1213202476501465, 2.1213202476501465)","(4, 3)",1.6909091953069009,6,No-Emisor
0,"(2.0, 3.0)","(4, 3)",1.6909091953069009,5,No-Emisor
0,"(5.942250728607178, 42.338539123535156)","(41, 18)",7.125000451379307,6,No-Emisor
0,"(5.9422502517700195, 42.709930419921875)","(41, 18)",7.187501133463684,7,No-Emisor
0,"(9.899494171142578, 7.77817440032959)","(12, 8)",1.272727205849627,12,Emisor
0,"(7.0, 11.0)","(12, 8)",1.5714285714285714,11,Emisor
